Athlete_ID,Athlete_Name,Gender,Age,Country,Country_Code,Sport,Event,Olympic_Year,Medal,Height_cm,Weight_kg,Team,Coach,Participation_Status,Has_Medal
1214,Sophia Singh,Male,21,Australia,AUS,Hockey,Men,2024,No Medal,155.0,59.0,Team A,Coach B,Participated,0
1215,Mia Kim,Male,22,India,IND,Gymnastics,Vault,2016,No Medal,176.0,97.0,Team C,Coach E,Participated,0
1216,Liam Wilson,Female,30,Germany,GER,Boxing,Lightweight,2020,No Medal,182.0,71.0,Team C,Coach B,Participated,0
1217,Olivia Singh,Male,33,Japan,JPN,Badminton,Singles,2020,No Medal,195.0,82.0,Team A,Coach E,Participated,0
1218,Vihaan Brown,Female,25,United Kingdom,GBR,Swimming,200M Butterfly,2024,No Medal,200.0,73.0,Team D,Coach B,Participated,0
1219,Ishaan Sharma,Male,22,China,CHN,Wrestling,Freestyle,2024,No Medal,154.0,97.0,Team B,Coach C,Participated,0
1220,Riya Wilson,Female,21,China,CHN,Wrestling,Freestyle,2024,No Medal,179.0,51.0,Team D,Coach B,Participated,0
1221,Lucas Brown,Female,25,China,CHN,Athletics,Marathon,2016,Gold,187.0,96.0,Team B,Coach B,Participated,1
1222,Liam Patel,Female,35,Germany,GER,Cycling,Road Race,2012,No Medal,194.0,50.0,Team A,Coach C,Participated,0
1223,Liam Singh,Female,29,Canada,CAN,Swimming,100M Freestyle,2020,No Medal,151.0,93.0,Team A,Coach B,Participated,0
1224,Kabir Kim,Female,27,Australia,AUS,Badminton,Doubles,2012,No Medal,152.0,82.0,Team B,Coach C,Participated,0
1225,Olivia Lee,Male,21,Brazil,BRA,Gymnastics,Vault,2016,Bronze,200.0,98.0,Team D,Coach D,Participated,1
1226,Ishaan Khan,Female,22,India,IND,Athletics,100M,2016,No Medal,176.0,81.0,Team A,Coach C,Participated,0
1227,Emma Smith,Male,21,Brazil,BRA,Athletics,Marathon,2016,No Medal,165.0,52.0,Team A,Coach E,Participated,0
1228,Chen Patel,Male,22,Japan,JPN,Boxing,Heavyweight,2024,Gold,165.0,91.0,Team B,Coach B,Participated,1
1229,Aarav Khan,Male,30,China,CHN,Swimming,100M Freestyle,2016,No Medal,189.0,78.0,Team B,Coach E,Participated,0
1230,Noah Smith,Female,19,Japan,JPN,Hockey,Men,2016,Gold,163.0,84.0,Team A,Coach C,Participated,1
1231,Kabir Lee,Male,34,India,IND,Cycling,Track Sprint,2020,Silver,193.0,55.0,Team A,Coach A,Participated,1
1232,Noah Smith,Male,37,Brazil,BRA,Shooting,10M Air Rifle,2020,No Medal,190.0,49.0,Team B,Coach D,Participated,0
1233,Liam Sharma,Female,32,Australia,AUS,Shooting,10M Air Rifle,2012,No Medal,200.0,96.0,Team A,Coach C,Participated,0
1234,Chen Patel,Female,33,Japan,JPN,Wrestling,Freestyle,2024,No Medal,186.0,88.0,Team D,Coach A,Participated,0
1235,Mia Brown,Female,18,United Kingdom,GBR,Wrestling,Greco-Roman,2020,No Medal,169.0,76.0,Team D,Coach B,Participated,0
1236,Lucas Kim,Male,19,United States,USA,Gymnastics,Floor,2012,No Medal,168.0,66.0,Team B,Coach A,Participated,0
1237,Neha Garcia,Female,23,France,FRA,Cycling,Road Race,2020,Bronze,164.0,67.0,Team B,Coach B,Participated,1
1238,Ishaan Patel,Female,32,India,IND,Cycling,Road Race,2016,No Medal,186.0,96.0,Team C,Coach D,Participated,0
1239,Liam Garcia,Female,27,Brazil,BRA,Swimming,200M Butterfly,2024,Bronze,192.0,90.0,Team C,Coach A,Participated,1
1240,Lucas Brown,Male,34,United States,USA,Athletics,Marathon,2020,No Medal,159.0,91.0,Team B,Coach B,Participated,0
1241,Sara Brown,Female,25,France,FRA,Tennis,Singles,2024,Silver,168.0,94.0,Team C,Coach C,Participated,1
1242,Vihaan Wilson,Male,29,United Kingdom,GBR,Gymnastics,Floor,2020,No Medal,158.0,57.0,Team A,Coach E,Participated,0
1243,Ananya Brown,Female,27,Germany,GER,Boxing,Heavyweight,2024,No Medal,180.0,57.0,Team C,Coach D,Participated,0
1244,David Singh,Female,34,United States,USA,Shooting,25M Pistol,2024,Bronze,176.0,85.0,Team A,Coach C,Participated,1
1245,Liam Smith,Female,26,France,FRA,Cycling,Track Sprint,2020,No Medal,176.0,94.0,Team B,Coach A,Participated,0
1246,Mia Smith,Female,27,United Kingdom,GBR,Hockey,Men,2024,No Medal,160.0,86.0,Team C,Coach D,Participated,0
1247,Ananya Lee,Male,35,Germany,GER,Cycling,Track Sprint,2024,No Medal,197.0,78.0,Team A,Coach E,Participated,0
1248,Sophia Patel,Male,36,Japan,JPN,Athletics,Marathon,2016,No Medal,196.0,62.0,Team A,Coach C,Participated,0
1249,Neha Khan,Male,37,France,FRA,Athletics,Marathon,2016,No Medal,167.0,90.0,Team C,Coach A,Participated,0
1250,Yuki Smith,Male,21,Germany,GER,Gymnastics,Floor,2024,Gold,176.0,58.0,Team A,Coach A,Participated,1
1251,Liam Garcia,Male,28,United States,USA,Hockey,Women,2016,No Medal,183.0,81.0,Team B,Coach A,Participated,0
1252,Emma Smith,Male,36,France,FRA,Hockey,Women,2020,No Medal,157.0,70.0,Team C,Coach C,Participated,0
1253,Lucas Kim,Male,32,United Kingdom,GBR,Swimming,200M Butterfly,2012,Silver,162.0,66.0,Team D,Coach B,Participated,1
1254,Liam Sharma,Female,37,Japan,JPN,Wrestling,Greco-Roman,2020,No Medal,196.0,46.0,Team B,Coach E,Participated,0
1255,Ananya Garcia,Female,31,Australia,AUS,Gymnastics,Vault,2024,Silver,151.0,96.0,Team D,Coach A,Participated,1
1256,Neha Smith,Male,34,Brazil,BRA,Gymnastics,Vault,2020,No Medal,186.0,61.0,Team D,Coach D,Participated,0
1257,Ishaan Patel,Male,36,China,CHN,Badminton,Doubles,2016,Silver,176.0,69.0,Team A,Coach C,Participated,1
1258,Riya Sharma,Male,25,Brazil,BRA,Gymnastics,Vault,2024,No Medal,163.0,67.0,Team D,Coach E,Participated,0
1259,Vihaan Singh,Female,23,United States,USA,Tennis,Doubles,2016,No Medal,175.0,86.0,Team A,Coach D,Participated,0
1260,Kabir Sharma,Male,30,United States,USA,Tennis,Doubles,2012,No Medal,186.0,95.0,Team B,Coach A,Participated,0
1261,Kabir Sharma,Male,35,India,IND,Athletics,200M,2012,Gold,190.0,81.0,Team B,Coach B,Participated,1
1262,Ishaan Wilson,Male,30,United Kingdom,GBR,Hockey,Men,2012,No Medal,150.0,49.0,Team C,Coach D,Participated,0
1263,Aarav Lee,Male,34,Canada,CAN,Cycling,Road Race,2012,No Medal,179.0,58.0,Team C,Coach A,Participated,0
1264,Emma Brown,Male,27,United States,USA,Swimming,100M Freestyle,2012,Silver,198.0,63.0,Team A,Coach A,Participated,1
1265,Mia Kim,Male,36,Canada,CAN,Swimming,100M Freestyle,2012,No Medal,191.0,58.0,Team B,Coach D,Participated,0
1266,Lucas Brown,Female,22,United Kingdom,GBR,Athletics,100M,2016,No Medal,166.0,95.0,Team D,Coach E,Participated,0
1267,Chen Sharma,Male,28,Japan,JPN,Gymnastics,Vault,2020,Gold,164.0,79.0,Team A,Coach E,Participated,1
1268,Noah Khan,Male,28,India,IND,Badminton,Singles,2024,No Medal,173.0,49.0,Team A,Coach B,Participated,0
1269,Mia Smith,Female,23,India,IND,Wrestling,Greco-Roman,2016,No Medal,189.0,73.0,Team C,Coach C,Participated,0
1270,David Kim,Male,22,Japan,JPN,Athletics,100M,2012,No Medal,191.0,49.0,Team A,Coach C,Participated,0
1271,Ava Wilson,Male,26,Canada,CAN,Swimming,100M Freestyle,2024,Silver,199.0,73.0,Team A,Coach D,Participated,1
1272,Kabir Smith,Male,24,Japan,JPN,Gymnastics,Vault,2016,Gold,172.0,87.0,Team C,Coach C,Participated,1
1273,Vihaan Khan,Male,26,China,CHN,Badminton,Singles,2020,Gold,191.0,50.0,Team C,Coach E,Participated,1
1274,Emma Garcia,Female,29,Germany,GER,Badminton,Singles,2012,No Medal,160.0,78.0,Team B,Coach B,Participated,0
1275,Ava Brown,Female,18,Germany,GER,Wrestling,Greco-Roman,2024,Bronze,153.0,51.0,Team A,Coach A,Participated,1
1276,Ava Singh,Female,23,United States,USA,Shooting,25M Pistol,2016,No Medal,164.0,72.0,Team C,Coach E,Participated,0
1277,Riya Kim,Female,37,Canada,CAN,Athletics,100M,2016,Bronze,174.0,52.0,Team A,Coach A,Participated,1
1278,Lucas Lee,Male,20,Brazil,BRA,Shooting,25M Pistol,2024,No Medal,178.0,85.0,Team D,Coach C,Participated,0
1279,Ava Sharma,Female,35,Canada,CAN,Badminton,Singles,2020,No Medal,191.0,59.0,Team A,Coach C,Participated,0
1280,Arjun Singh,Male,24,India,IND,Badminton,Singles,2012,No Medal,152.0,63.0,Team D,Coach A,Participated,0
1281,Kabir Smith,Male,33,Germany,GER,Badminton,Singles,2016,No Medal,173.0,77.0,Team D,Coach B,Participated,0
1282,Noah Sharma,Male,31,Australia,AUS,Boxing,Heavyweight,2012,Bronze,161.0,66.0,Team B,Coach E,Participated,1
1283,Sophia Lee,Male,26,Brazil,BRA,Boxing,Heavyweight,2020,No Medal,165.0,80.0,Team A,Coach B,Participated,0
1284,Lucas Khan,Female,26,China,CHN,Wrestling,Greco-Roman,2012,Silver,186.0,87.0,Team A,Coach D,Participated,1
1285,Ananya Lee,Male,31,Australia,AUS,Swimming,100M Freestyle,2024,Gold,154.0,78.0,Team B,Coach D,Participated,1
1286,Riya Khan,Male,20,Canada,CAN,Hockey,Women,2024,No Medal,187.0,61.0,Team C,Coach E,Participated,0
1287,Ava Patel,Male,28,India,IND,Boxing,Lightweight,2024,No Medal,150.0,73.0,Team C,Coach B,Participated,0
1288,Sophia Lee,Male,25,Japan,JPN,Cycling,Road Race,2016,No Medal,173.0,92.0,Team C,Coach A,Participated,0
1289,David Khan,Female,20,China,CHN,Athletics,Marathon,2020,No Medal,180.0,82.0,Team B,Coach D,Participated,0
1290,Ishaan Brown,Female,35,China,CHN,Athletics,Marathon,2020,No Medal,191.0,58.0,Team B,Coach A,Participated,0
1291,Aarav Kim,Male,35,United Kingdom,GBR,Tennis,Doubles,2016,Gold,176.0,71.0,Team A,Coach B,Participated,1
1292,Kabir Sharma,Female,18,Australia,AUS,Wrestling,Freestyle,2020,No Medal,157.0,50.0,Team C,Coach D,Participated,0
1293,Arjun Brown,Female,23,Germany,GER,Shooting,25M Pistol,2020,Gold,166.0,50.0,Team D,Coach B,Participated,1
1294,Mia Khan,Male,27,China,CHN,Wrestling,Freestyle,2016,No Medal,195.0,46.0,Team D,Coach D,Participated,0
1295,Neha Sharma,Female,24,Brazil,BRA,Wrestling,Freestyle,2020,No Medal,187.0,58.0,Team A,Coach A,Participated,0
1296,Riya Singh,Male,37,Japan,JPN,Wrestling,Freestyle,2012,No Medal,162.0,56.0,Team B,Coach D,Participated,0
1297,Liam Sharma,Male,37,France,FRA,Gymnastics,Vault,2024,No Medal,170.0,50.0,Team A,Coach B,Participated,0
1298,Olivia Singh,Male,34,Canada,CAN,Gymnastics,Floor,2020,No Medal,169.0,94.0,Team B,Coach D,Participated,0
1299,Olivia Wilson,Female,32,France,FRA,Gymnastics,Vault,2016,No Medal,199.0,91.0,Team A,Coach E,Participated,0
1300,Vihaan Brown,Male,20,Brazil,BRA,Badminton,Singles,2012,No Medal,198.0,87.0,Team A,Coach C,Participated,0
1301,Chen Kim,Male,31,United States,USA,Badminton,Singles,2016,No Medal,160.0,60.0,Team D,Coach E,Participated,0
1302,Sophia Singh,Male,25,Australia,AUS,Swimming,100M Freestyle,2016,No Medal,161.0,83.0,Team D,Coach A,Participated,0
1303,Yuki Singh,Female,22,Japan,JPN,Hockey,Women,2012,Gold,189.0,65.0,Team A,Coach B,Participated,1
1304,Emma Kim,Female,19,India,IND,Tennis,Doubles,2020,No Medal,152.0,65.0,Team C,Coach D,Participated,0
1305,Aarav Khan,Male,36,United States,USA,Cycling,Track Sprint,2016,No Medal,198.0,60.0,Team C,Coach C,Participated,0
1306,Liam Lee,Female,25,France,FRA,Hockey,Women,2016,No Medal,184.0,90.0,Team A,Coach E,Participated,0
1307,Riya Garcia,Male,29,Brazil,BRA,Shooting,25M Pistol,2020,No Medal,165.0,49.0,Team A,Coach E,Participated,0
1308,Lucas Khan,Female,27,India,IND,Swimming,200M Butterfly,2020,Bronze,180.0,69.0,Team C,Coach E,Participated,1
1309,Aarav Patel,Male,24,Brazil,BRA,Swimming,100M Freestyle,2024,No Medal,163.0,68.0,Team D,Coach A,Participated,0
1310,Liam Wilson,Female,29,United States,USA,Badminton,Doubles,2016,Bronze,156.0,59.0,Team D,Coach A,Participated,1
1311,Noah Wilson,Female,23,Germany,GER,Cycling,Road Race,2016,No Medal,181.0,71.0,Team B,Coach A,Participated,0
1312,Vihaan Patel,Female,34,United Kingdom,GBR,Hockey,Men,2016,No Medal,151.0,77.0,Team B,Coach B,Participated,0
1313,David Brown,Male,37,India,IND,Badminton,Doubles,2020,No Medal,167.0,59.0,Team B,Coach B,Participated,0
1314,Ananya Patel,Male,37,Japan,JPN,Hockey,Women,2020,No Medal,161.0,100.0,Team D,Coach E,Participated,0
1315,Arjun Smith,Female,35,India,IND,Athletics,200M,2024,No Medal,193.0,71.0,Team B,Coach B,Participated,0
1316,Mia Brown,Female,27,France,FRA,Wrestling,Freestyle,2016,No Medal,160.0,85.0,Team D,Coach D,Participated,0
1317,Ava Wilson,Female,24,Brazil,BRA,Shooting,25M Pistol,2012,No Medal,180.0,82.0,Team D,Coach A,Participated,0
1318,Sophia Lee,Female,32,Germany,GER,Gymnastics,Vault,2024,No Medal,176.0,80.0,Team C,Coach B,Participated,0
1319,Sophia Garcia,Male,36,China,CHN,Hockey,Men,2020,No Medal,186.0,88.0,Team A,Coach B,Participated,0
1320,Lucas Singh,Female,26,Germany,GER,Athletics,Marathon,2012,No Medal,173.0,78.0,Team C,Coach C,Participated,0
1321,Sophia Smith,Female,29,India,IND,Cycling,Track Sprint,2012,No Medal,176.0,79.0,Team A,Coach B,Participated,0
1322,Kabir Patel,Male,19,China,CHN,Wrestling,Freestyle,2012,Silver,177.0,61.0,Team B,Coach D,Participated,1
1323,Sophia Khan,Male,20,Brazil,BRA,Wrestling,Freestyle,2012,No Medal,190.0,100.0,Team B,Coach A,Participated,0
1324,Ananya Smith,Female,32,Germany,GER,Athletics,100M,2012,No Medal,160.0,51.0,Team D,Coach C,Participated,0
1325,Ava Sharma,Female,23,Australia,AUS,Cycling,Track Sprint,2012,No Medal,160.0,56.0,Team D,Coach E,Participated,0
1326,Aarav Kim,Male,28,Brazil,BRA,Tennis,Singles,2024,No Medal,192.0,70.0,Team B,Coach D,Participated,0
1327,Yuki Sharma,Female,29,Canada,CAN,Badminton,Singles,2016,No Medal,176.0,90.0,Team C,Coach D,Participated,0
1328,David Sharma,Male,36,Japan,JPN,Wrestling,Greco-Roman,2024,No Medal,194.0,65.0,Team C,Coach A,Participated,0
1329,Arjun Kim,Male,31,China,CHN,Shooting,10M Air Rifle,2012,No Medal,168.0,82.0,Team D,Coach C,Participated,0
1330,Emma Smith,Female,32,Brazil,BRA,Swimming,200M Butterfly,2020,No Medal,191.0,68.0,Team C,Coach B,Participated,0
1331,Emma Singh,Male,28,United Kingdom,GBR,Hockey,Women,2020,No Medal,175.0,88.0,Team A,Coach E,Participated,0
1332,Sophia Patel,Male,26,Germany,GER,Hockey,Men,2016,No Medal,182.0,71.0,Team D,Coach E,Participated,0
1333,David Lee,Male,22,Australia,AUS,Shooting,10M Air Rifle,2016,No Medal,191.0,97.0,Team B,Coach D,Participated,0
1334,Kabir Lee,Male,37,Australia,AUS,Wrestling,Greco-Roman,2012,No Medal,169.0,94.0,Team D,Coach D,Participated,0
1335,Lucas Singh,Male,34,France,FRA,Gymnastics,Floor,2016,Bronze,162.0,61.0,Team D,Coach D,Participated,1
1336,Chen Singh,Male,36,United Kingdom,GBR,Shooting,25M Pistol,2024,No Medal,171.0,55.0,Team C,Coach C,Participated,0
1337,Noah Patel,Female,32,Germany,GER,Cycling,Road Race,2024,No Medal,157.0,63.0,Team B,Coach E,Participated,0
1338,Liam Brown,Male,25,Japan,JPN,Badminton,Doubles,2016,No Medal,195.0,71.0,Team A,Coach C,Participated,0
1339,Aarav Brown,Female,19,United Kingdom,GBR,Swimming,100M Freestyle,2020,Gold,177.0,50.0,Team B,Coach A,Participated,1
1340,Kabir Smith,Female,24,China,CHN,Tennis,Singles,2024,No Medal,157.0,62.0,Team A,Coach A,Participated,0
1341,Emma Wilson,Female,22,United States,USA,Tennis,Doubles,2024,No Medal,177.0,71.0,Team B,Coach C,Participated,0
1342,Olivia Brown,Male,35,Germany,GER,Gymnastics,Floor,2020,No Medal,159.0,55.0,Team A,Coach E,Participated,0
1343,Aarav Sharma,Male,25,Brazil,BRA,Shooting,25M Pistol,2012,No Medal,177.0,53.0,Team D,Coach E,Participated,0
1344,Vihaan Patel,Female,19,Germany,GER,Cycling,Track Sprint,2012,No Medal,178.0,77.0,Team C,Coach A,Participated,0
1345,Arjun Wilson,Female,32,France,FRA,Gymnastics,Floor,2016,No Medal,165.0,88.0,Team A,Coach D,Participated,0
1346,Vihaan Garcia,Male,19,India,IND,Swimming,100M Freestyle,2024,Bronze,156.0,78.0,Team C,Coach D,Participated,1
1347,Kabir Khan,Female,21,Brazil,BRA,Swimming,100M Freestyle,2020,Gold,162.0,71.0,Team B,Coach A,Participated,1
1348,Arjun Smith,Female,19,France,FRA,Cycling,Track Sprint,2020,Gold,184.0,57.0,Team B,Coach A,Participated,1
1349,Sara Singh,Male,22,Australia,AUS,Shooting,25M Pistol,2012,Gold,159.0,49.0,Team A,Coach C,Participated,1
1350,Emma Garcia,Female,23,Japan,JPN,Wrestling,Freestyle,2016,No Medal,194.0,98.0,Team A,Coach B,Participated,0
1351,Neha Brown,Female,21,Japan,JPN,Swimming,200M Butterfly,2012,No Medal,157.0,96.0,Team C,Coach E,Participated,0
1352,Liam Wilson,Male,24,United Kingdom,GBR,Gymnastics,Vault,2020,No Medal,180.0,91.0,Team B,Coach E,Participated,0
1353,Ananya Sharma,Female,35,France,FRA,Athletics,200M,2016,No Medal,168.0,62.0,Team D,Coach E,Participated,0
1354,Vihaan Brown,Female,33,France,FRA,Boxing,Heavyweight,2020,No Medal,170.0,91.0,Team A,Coach C,Participated,0
1355,Emma Garcia,Female,18,France,FRA,Wrestling,Freestyle,2016,No Medal,167.0,80.0,Team C,Coach C,Participated,0
1356,Olivia Patel,Female,26,China,CHN,Shooting,10M Air Rifle,2020,No Medal,181.0,47.0,Team D,Coach B,Participated,0
1357,Olivia Brown,Female,19,China,CHN,Gymnastics,Floor,2016,No Medal,193.0,99.0,Team B,Coach C,Participated,0
1358,Lucas Wilson,Female,30,United States,USA,Hockey,Men,2012,No Medal,188.0,61.0,Team C,Coach C,Participated,0
1359,Riya Sharma,Male,36,United Kingdom,GBR,Badminton,Singles,2016,No Medal,193.0,81.0,Team D,Coach E,Participated,0
1360,Noah Wilson,Female,37,United States,USA,Tennis,Doubles,2012,Gold,155.0,77.0,Team B,Coach A,Participated,1
1361,Mia Patel,Female,28,Japan,JPN,Gymnastics,Vault,2024,No Medal,187.0,60.0,Team D,Coach D,Participated,0
1362,David Kim,Male,23,France,FRA,Athletics,100M,2020,No Medal,199.0,83.0,Team D,Coach A,Participated,0
1363,Arjun Smith,Female,20,Japan,JPN,Boxing,Heavyweight,2020,No Medal,176.0,68.0,Team B,Coach A,Participated,0
1364,Chen Patel,Male,25,United States,USA,Hockey,Women,2020,No Medal,174.0,67.0,Team A,Coach C,Participated,0
1365,Ishaan Garcia,Male,23,China,CHN,Hockey,Women,2024,No Medal,176.0,46.0,Team C,Coach D,Participated,0
1366,Lucas Lee,Male,29,China,CHN,Boxing,Lightweight,2024,No Medal,176.0,48.0,Team D,Coach B,Participated,0
1367,Ananya Brown,Male,34,United States,USA,Hockey,Men,2024,No Medal,158.0,89.0,Team A,Coach B,Participated,0
1368,Chen Kim,Female,36,Australia,AUS,Boxing,Heavyweight,2024,No Medal,164.0,87.0,Team D,Coach E,Participated,0
1369,David Sharma,Male,36,United States,USA,Badminton,Singles,2012,Silver,194.0,77.0,Team B,Coach D,Participated,1
1370,Ananya Patel,Male,28,Canada,CAN,Swimming,200M Butterfly,2012,Bronze,190.0,66.0,Team A,Coach B,Participated,1
1371,Arjun Patel,Female,32,Australia,AUS,Boxing,Heavyweight,2016,No Medal,188.0,95.0,Team C,Coach A,Participated,0
1372,Neha Khan,Female,35,United Kingdom,GBR,Hockey,Women,2020,No Medal,179.0,69.0,Team B,Coach B,Participated,0
1373,Riya Singh,Female,29,India,IND,Boxing,Heavyweight,2024,Bronze,179.0,77.0,Team B,Coach B,Participated,1
1374,Neha Khan,Male,23,France,FRA,Gymnastics,Vault,2020,Silver,180.0,77.0,Team C,Coach C,Participated,1
1375,Sara Patel,Male,28,Australia,AUS,Swimming,200M Butterfly,2016,No Medal,176.0,96.0,Team C,Coach A,Participated,0
1376,Mia Patel,Female,21,France,FRA,Cycling,Track Sprint,2024,No Medal,159.0,71.0,Team C,Coach B,Participated,0
1377,Ananya Singh,Male,36,United Kingdom,GBR,Swimming,100M Freestyle,2024,Gold,184.0,57.0,Team A,Coach E,Participated,1
1378,Liam Kim,Male,25,Japan,JPN,Swimming,200M Butterfly,2020,No Medal,186.0,56.0,Team B,Coach C,Participated,0
1379,Vihaan Patel,Male,25,India,IND,Hockey,Men,2020,No Medal,163.0,50.0,Team D,Coach B,Participated,0
1380,Kabir Sharma,Male,21,France,FRA,Gymnastics,Floor,2020,Silver,171.0,92.0,Team A,Coach C,Participated,1
1381,Liam Khan,Female,20,Canada,CAN,Cycling,Track Sprint,2020,No Medal,189.0,96.0,Team B,Coach D,Participated,0
1382,Lucas Kim,Male,25,India,IND,Cycling,Road Race,2012,No Medal,185.0,77.0,Team C,Coach D,Participated,0
1383,Liam Khan,Female,24,Brazil,BRA,Badminton,Singles,2016,No Medal,159.0,71.0,Team C,Coach A,Participated,0
1384,Liam Brown,Female,35,United States,USA,Badminton,Singles,2012,Bronze,194.0,96.0,Team C,Coach B,Participated,1
1385,Ishaan Smith,Female,34,Canada,CAN,Tennis,Doubles,2016,No Medal,179.0,64.0,Team C,Coach D,Participated,0
1386,Emma Smith,Female,36,Canada,CAN,Cycling,Track Sprint,2020,No Medal,152.0,86.0,Team B,Coach E,Participated,0
1387,Emma Patel,Female,21,France,FRA,Hockey,Men,2024,Silver,185.0,46.0,Team A,Coach A,Participated,1
1388,Aarav Khan,Male,29,Australia,AUS,Swimming,200M Butterfly,2012,No Medal,158.0,71.0,Team B,Coach E,Participated,0
1389,Mia Singh,Female,26,China,CHN,Hockey,Men,2020,Bronze,187.0,60.0,Team A,Coach A,Participated,1
1390,Riya Kim,Female,26,United States,USA,Swimming,200M Butterfly,2020,No Medal,193.0,76.0,Team C,Coach E,Participated,0
1391,Kabir Garcia,Female,21,Canada,CAN,Swimming,100M Freestyle,2016,No Medal,170.0,77.0,Team D,Coach D,Participated,0
1392,Neha Wilson,Male,18,China,CHN,Boxing,Lightweight,2024,No Medal,155.0,61.0,Team D,Coach B,Participated,0
1393,Yuki Khan,Female,19,United States,USA,Swimming,200M Butterfly,2024,Bronze,162.0,70.0,Team D,Coach E,Participated,1
1394,Yuki Garcia,Male,35,France,FRA,Cycling,Road Race,2020,No Medal,179.0,47.0,Team C,Coach D,Participated,0
1395,Ananya Wilson,Male,23,Australia,AUS,Shooting,25M Pistol,2016,No Medal,160.0,50.0,Team B,Coach E,Participated,0
1396,Emma Patel,Male,30,Australia,AUS,Wrestling,Greco-Roman,2012,No Medal,150.0,72.0,Team B,Coach D,Participated,0
1397,Lucas Khan,Male,36,India,IND,Boxing,Lightweight,2012,No Medal,192.0,77.0,Team A,Coach E,Participated,0
1398,Chen Singh,Female,26,France,FRA,Shooting,10M Air Rifle,2024,Silver,172.0,70.0,Team B,Coach C,Participated,1
1399,Olivia Wilson,Female,21,India,IND,Tennis,Doubles,2024,No Medal,152.0,66.0,Team D,Coach D,Participated,0
1400,Ishaan Kim,Male,23,United Kingdom,GBR,Shooting,25M Pistol,2024,No Medal,157.0,60.0,Team C,Coach B,Participated,0
1401,Ananya Sharma,Male,23,Brazil,BRA,Gymnastics,Vault,2024,No Medal,178.0,49.0,Team B,Coach B,Participated,0
1402,Liam Singh,Female,31,France,FRA,Athletics,Marathon,2016,Bronze,175.0,48.0,Team B,Coach C,Participated,1
1403,Mia Singh,Female,33,United States,USA,Athletics,100M,2024,No Medal,173.0,98.0,Team A,Coach D,Participated,0
1404,Sophia Smith,Female,33,United States,USA,Hockey,Women,2012,No Medal,196.0,72.0,Team D,Coach E,Participated,0
1405,Kabir Garcia,Female,36,Brazil,BRA,Boxing,Lightweight,2016,No Medal,179.0,69.0,Team D,Coach E,Participated,0
1406,Sara Lee,Male,37,Brazil,BRA,Athletics,200M,2016,No Medal,196.0,75.0,Team C,Coach A,Participated,0
1407,Kabir Khan,Male,25,China,CHN,Wrestling,Freestyle,2012,No Medal,197.0,90.0,Team B,Coach D,Participated,0
1408,Lucas Lee,Male,35,Germany,GER,Hockey,Women,2016,Silver,199.0,71.0,Team A,Coach D,Participated,1
1409,Neha Khan,Male,22,Germany,GER,Hockey,Men,2024,No Medal,169.0,79.0,Team A,Coach B,Participated,0
1410,Vihaan Brown,Female,21,Japan,JPN,Badminton,Doubles,2016,No Medal,199.0,56.0,Team B,Coach C,Participated,0
1411,Emma Kim,Male,35,United Kingdom,GBR,Cycling,Road Race,2012,No Medal,161.0,53.0,Team B,Coach C,Participated,0
1412,Liam Singh,Male,35,Germany,GER,Athletics,200M,2012,Silver,160.0,73.0,Team A,Coach D,Participated,1
1413,Vihaan Khan,Female,32,Japan,JPN,Swimming,100M Freestyle,2024,No Medal,157.0,46.0,Team C,Coach B,Participated,0
1414,Liam Smith,Female,24,Australia,AUS,Cycling,Road Race,2024,No Medal,177.0,65.0,Team A,Coach A,Participated,0
1415,Mia Brown,Female,33,United Kingdom,GBR,Shooting,10M Air Rifle,2016,No Medal,166.0,70.0,Team A,Coach D,Participated,0
1416,Chen Smith,Female,30,France,FRA,Cycling,Track Sprint,2020,No Medal,192.0,54.0,Team D,Coach E,Participated,0
1417,Yuki Sharma,Male,31,China,CHN,Tennis,Singles,2024,No Medal,176.0,96.0,Team A,Coach D,Participated,0
1418,Kabir Brown,Female,30,United States,USA,Cycling,Road Race,2020,Silver,162.0,71.0,Team D,Coach A,Participated,1
1419,Sara Singh,Female,31,Australia,AUS,Wrestling,Freestyle,2020,No Medal,192.0,67.0,Team C,Coach D,Participated,0
1420,Ava Kim,Male,34,Brazil,BRA,Gymnastics,Vault,2016,Gold,163.0,87.0,Team D,Coach C,Participated,1
1421,Arjun Lee,Male,24,Canada,CAN,Shooting,25M Pistol,2016,Gold,194.0,50.0,Team C,Coach D,Participated,1
1422,Noah Sharma,Male,30,India,IND,Wrestling,Freestyle,2016,Gold,190.0,91.0,Team D,Coach C,Participated,1
1423,Liam Garcia,Female,26,Canada,CAN,Badminton,Doubles,2012,Gold,184.0,60.0,Team A,Coach D,Participated,1
1424,Sara Patel,Female,27,Australia,AUS,Cycling,Track Sprint,2012,No Medal,163.0,91.0,Team A,Coach E,Participated,0
1425,Noah Singh,Female,24,Canada,CAN,Athletics,Marathon,2016,No Medal,177.0,95.0,Team C,Coach D,Participated,0
1426,Neha Singh,Male,37,Australia,AUS,Athletics,Marathon,2020,Bronze,192.0,99.0,Team D,Coach C,Participated,1
1427,Riya Kim,Male,22,Australia,AUS,Athletics,100M,2020,No Medal,161.0,71.0,Team C,Coach E,Participated,0
